num_cars,sim_id,num_accidents,any_accident
3,52,0,false
3,53,0,false
3,54,0,false
3,55,0,false
3,56,0,false
3,57,0,false
3,58,0,false
3,59,0,false
3,60,0,false
3,61,0,false
3,62,0,false
3,63,0,false
3,64,0,false
3,65,0,false
3,66,0,false
3,67,2,true
3,68,2,true
3,69,0,false
3,70,0,false
3,71,0,false
3,72,0,false
3,73,0,false
3,74,0,false
3,75,0,false
3,76,2,true
3,77,0,false
3,78,0,false
3,79,0,false
3,80,0,false
3,81,0,false
3,82,0,false
3,83,0,false
3,84,0,false
3,85,0,false
3,86,0,false
3,87,0,false
3,88,0,false
3,89,0,false
3,90,0,false
3,91,0,false
3,92,0,false
3,93,0,false
3,94,0,false
3,95,0,false
3,96,0,false
3,97,0,false
3,98,0,false
3,99,0,false
3,100,0,false
4,1,0,false
4,2,0,false
4,3,2,true
4,4,0,false
4,5,0,false
4,6,0,false
4,7,0,false
4,8,0,false
4,9,2,true
4,10,2,true
4,11,0,false
4,12,0,false
4,13,0,false
4,14,2,true
4,15,0,false
4,16,0,false
4,17,0,false
4,18,0,false
4,19,0,false
4,20,0,false
4,21,0,false
4,22,0,false
4,23,0,false
4,24,0,false
4,25,0,false
4,26,0,false
4,27,0,false
4,28,0,false
4,29,0,false
4,30,0,false
4,31,0,false
4,32,0,false
4,33,0,false
4,34,0,false
4,35,0,false
4,36,0,false
4,37,0,false
4,38,0,false
4,39,0,false
4,40,0,false
4,41,0,false
4,42,2,true
4,43,0,false
4,44,0,false
4,45,0,false
4,46,0,false
4,47,0,false
4,48,0,false
4,49,0,false
4,50,0,false
4,51,0,false
4,52,0,false
4,53,0,false
4,54,0,false
4,55,0,false
4,56,2,true
4,57,2,true
4,58,2,true
4,59,0,false
4,60,0,false
4,61,0,false
4,62,0,false
4,63,0,false
4,64,0,false
4,65,0,false
4,66,0,false
4,67,0,false
4,68,0,false
4,69,0,false
4,70,0,false
4,71,0,false
4,72,0,false
4,73,0,false
4,74,0,false
4,75,0,false
4,76,0,false
4,77,0,false
4,78,0,false
4,79,2,true
4,80,0,false
4,81,0,false
4,82,0,false
4,83,0,false
4,84,0,false
4,85,0,false
4,86,0,false
4,87,0,false
4,88,0,false
4,89,0,false
4,90,0,false
4,91,0,false
4,92,0,false
4,93,0,false
4,94,0,false
4,95,0,false
4,96,0,false
4,97,0,false
4,98,0,false
4,99,0,false
4,100,0,false
5,1,0,false
5,2,0,false
5,3,0,false
5,4,0,false
5,5,0,false
5,6,0,false
5,7,0,false
5,8,0,false
5,9,0,false
5,10,0,false
5,11,0,false
5,12,0,false
5,13,0,false
5,14,0,false
5,15,0,false
5,16,0,false
5,17,2,true
5,18,0,false
5,19,0,false
5,20,1,true
5,21,2,true
5,22,0,false
5,23,0,false
5,24,0,false
5,25,0,false
5,26,2,true
5,27,0,false
5,28,0,false
5,29,0,false
5,30,0,false
5,31,0,false
5,32,0,false
5,33,0,false
5,34,2,true
5,35,0,false
5,36,0,false
5,37,0,false
5,38,0,false
5,39,1,true
5,40,2,true
5,41,0,false
5,42,0,false
5,43,0,false
5,44,0,false
5,45,1,true
5,46,4,true
5,47,2,true
5,48,0,false
5,49,0,false
5,50,0,false
5,51,0,false
5,52,2,true
5,53,0,false
5,54,0,false
5,55,2,true
5,56,0,false
5,57,0,false
5,58,0,false
5,59,0,false
5,60,0,false
5,61,0,false
5,62,0,false
5,63,2,true
5,64,0,false
5,65,0,false
5,66,0,false
5,67,0,false
5,68,2,true
5,69,0,false
5,70,0,false
5,71,0,false
5,72,3,true
5,73,2,true
5,74,0,false
5,75,0,false
5,76,0,false
5,77,0,false
5,78,0,false
5,79,1,true
5,80,0,false
5,81,2,true
5,82,0,false
5,83,0,false
5,84,0,false
5,85,0,false
5,86,0,false
5,87,0,false
5,88,0,false
5,89,2,true
5,90,0,false
5,91,2,true
5,92,0,false
5,93,0,false
5,94,2,true
5,95,0,false
5,96,0,false
5,97,0,false
5,98,0,false
5,99,0,false
5,100,0,false
6,1,0,false
6,2,0,false
6,3,0,false
6,4,2,true
6,5,0,false
6,6,2,true
6,7,0,false
6,8,2,true
6,9,2,true
6,10,2,true
6,11,0,false
6,12,0,false
6,13,2,true
6,14,0,false
6,15,0,false
6,16,1,true
6,17,0,false
6,18,0,false
6,19,0,false
6,20,2,true
6,21,2,true
6,22,0,false
6,23,0,false
6,24,0,false
6,25,0,false
6,26,0,false
6,27,0,false
6,28,2,true
6,29,2,true
6,30,0,false
6,31,0,false
6,32,0,false
6,33,0,false
6,34,2,true
6,35,0,false
6,36,0,false
6,37,2,true
6,38,2,true
6,39,4,true
6,40,0,false
6,41,0,false
6,42,2,true
6,43,2,true
6,44,0,false
6,45,0,false
6,46,0,false
6,47,2,true
6,48,0,false
6,49,0,false
6,50,0,false
6,51,0,false
6,52,0,false
6,53,2,true
6,54,2,true
6,55,0,false
6,56,0,false
6,57,2,true
6,58,0,false
6,59,0,false
6,60,0,false
6,61,0,false
6,62,0,false
6,63,0,false
6,64,0,false
6,65,0,false
6,66,2,true
6,67,0,false
6,68,0,false
6,69,2,true
6,70,2,true
6,71,1,true
6,72,0,false
6,73,0,false
6,74,0,false
6,75,0,false
6,76,2,true
6,77,0,false
6,78,1,true
6,79,0,false
6,80,2,true
6,81,2,true
6,82,0,false
6,83,0,false
6,84,0,false
6,85,0,false
6,86,2,true
6,87,2,true
6,88,0,false
6,89,0,false
6,90,0,false
6,91,0,false
6,92,2,true
6,93,0,false
6,94,0,false
6,95,4,true
6,96,0,false
6,97,2,true
6,98,1,true
6,99,2,true
6,100,0,false
7,1,2,true
7,2,2,true
7,3,2,true
7,4,0,false
7,5,0,false
7,6,0,false
7,7,2,true
7,8,0,false
7,9,0,false
7,10,2,true
7,11,0,false
7,12,2,true
7,13,2,true
7,14,0,false
7,15,2,true
7,16,4,true
7,17,0,false
7,18,1,true
7,19,2,true
7,20,4,true
7,21,0,false
7,22,0,false
7,23,4,true
7,24,0,false
7,25,2,true
7,26,2,true
7,27,0,false
7,28,2,true
7,29,4,true
7,30,4,true
7,31,0,false
7,32,2,true
7,33,2,true
7,34,0,false
7,35,4,true
7,36,2,true
7,37,0,false
7,38,4,true
7,39,2,true
7,40,4,true
7,41,0,false
7,42,0,false
7,43,0,false
7,44,2,true
7,45,2,true
7,46,2,true
7,47,0,false
7,48,2,true
7,49,4,true
7,50,4,true
7,51,2,true
7,52,2,true
7,53,4,true
7,54,0,false
7,55,0,false
7,56,0,false
7,57,0,false
7,58,2,true
7,59,0,false
7,60,4,true
7,61,0,false
7,62,2,true
7,63,2,true
7,64,2,true
7,65,0,false
7,66,2,true
7,67,0,false
7,68,5,true
7,69,2,true
7,70,0,false
7,71,0,false
7,72,2,true
7,73,0,false
7,74,4,true
7,75,4,true
7,76,0,false
7,77,0,false
7,78,0,false
7,79,4,true
7,80,2,true
7,81,2,true
7,82,0,false
7,83,0,false
7,84,0,false
7,85,0,false
7,86,2,true
7,87,0,false
7,88,3,true
7,89,4,true
7,90,0,false
7,91,4,true
7,92,2,true
7,93,0,false
7,94,0,false
7,95,0,false
7,96,0,false
7,97,0,false
7,98,0,false
7,99,2,true
7,100,1,true
8,1,0,false
8,2,0,false
8,3,0,false
8,4,2,true
8,5,2,true
8,6,0,false
8,7,2,true
8,8,1,true
8,9,1,true
8,10,0,false
8,11,2,true
8,12,3,true
8,13,2,true
8,14,1,true
8,15,3,true
8,16,4,true
8,17,5,true
8,18,2,true
8,19,4,true
8,20,0,false
8,21,3,true
8,22,0,false
8,23,0,false
8,24,0,false
8,25,2,true
8,26,3,true
8,27,0,false
8,28,2,true
8,29,2,true
8,30,2,true
8,31,4,true
8,32,1,true
8,33,0,false
8,34,2,true
8,35,0,false
8,36,0,false
8,37,2,true
8,38,2,true
8,39,0,false
8,40,2,true
8,41,0,false
8,42,2,true
8,43,2,true
8,44,0,false
8,45,0,false
8,46,1,true
8,47,0,false
8,48,1,true
8,49,2,true
8,50,0,false
8,51,2,true
8,52,2,true
8,53,2,true
8,54,2,true
8,55,2,true
8,56,0,false
8,57,2,true
8,58,0,false
8,59,0,false
8,60,4,true
8,61,3,true
8,62,2,true
8,63,2,true
8,64,0,false
8,65,0,false
8,66,2,true
8,67,0,false
8,68,0,false
8,69,4,true
8,70,2,true
8,71,2,true
8,72,2,true
8,73,3,true
8,74,2,true
8,75,0,false
8,76,2,true
8,77,0,false
8,78,0,false
8,79,2,true
8,80,4,true
8,81,4,true
8,82,2,true
8,83,0,false
8,84,0,false
8,85,0,false
8,86,0,false
8,87,2,true
8,88,4,true
8,89,4,true
8,90,2,true
8,91,2,true
8,92,2,true
8,93,1,true
8,94,0,false
8,95,2,true
8,96,4,true
8,97,4,true
8,98,0,false
8,99,3,true
8,100,2,true
9,1,5,true
9,2,1,true
9,3,2,true
9,4,3,true
9,5,2,true
9,6,3,true
9,7,2,true
9,8,2,true
9,9,2,true
9,10,4,true
9,11,2,true
9,12,6,true
9,13,2,true
9,14,6,true
9,15,4,true
9,16,2,true
9,17,2,true
9,18,4,true
9,19,4,true
9,20,0,false
9,21,4,true
9,22,4,true
9,23,2,true
9,24,2,true
9,25,2,true
9,26,6,true
9,27,2,true
9,28,4,true
9,29,4,true
9,30,2,true
9,31,4,true
9,32,0,false
9,33,3,true
9,34,3,true
9,35,2,true
9,36,1,true
9,37,2,true
9,38,4,true
9,39,2,true
9,40,1,true
9,41,4,true
9,42,2,true
9,43,4,true
9,44,2,true
9,45,6,true
9,46,1,true
9,47,2,true
9,48,4,true
9,49,4,true
9,50,1,true
9,51,0,false
9,52,2,true
9,53,6,true
9,54,2,true
9,55,0,false
9,56,2,true
9,57,2,true
9,58,0,false
9,59,0,false
9,60,0,false
9,61,4,true
9,62,2,true
9,63,2,true
9,64,2,true
9,65,2,true
9,66,2,true
9,67,4,true
9,68,4,true
9,69,6,true
9,70,2,true
9,71,5,true
9,72,2,true
9,73,2,true
9,74,2,true
9,75,4,true
9,76,0,false
9,77,2,true
9,78,4,true
9,79,4,true
9,80,6,true
9,81,4,true
9,82,4,true
9,83,2,true
9,84,1,true
9,85,0,false
9,86,2,true
9,87,2,true
9,88,6,true
9,89,0,false
9,90,2,true
9,91,4,true
9,92,2,true
9,93,0,false
9,94,4,true
9,95,2,true
9,96,2,true
9,97,0,false
9,98,0,false
9,99,3,true
9,100,2,true
10,1,4,true
10,2,4,true
10,3,5,true
10,4,2,true
10,5,6,true
10,6,4,true
10,7,2,true
10,8,4,true
10,9,4,true
10,10,8,true
10,11,4,true
10,12,4,true
10,13,3,true
10,14,4,true
10,15,2,true
10,16,4,true
10,17,0,false
10,18,2,true
10,19,2,true
10,20,6,true
10,21,6,true
10,22,2,true
10,23,1,true
10,24,2,true
10,25,4,true
10,26,6,true
10,27,6,true
10,28,4,true
10,29,6,true
10,30,6,true
10,31,4,true
10,32,2,true
10,33,4,true
10,34,2,true
10,35,2,true
10,36,7,true
10,37,4,true
10,38,4,true
10,39,6,true
10,40,2,true
10,41,4,true
10,42,2,true
10,43,6,true
10,44,4,true
10,45,6,true
10,46,6,true
10,47,4,true
10,48,4,true
10,49,4,true
10,50,3,true
10,51,2,true
10,52,4,true
10,53,0,false
10,54,6,true
10,55,4,true
10,56,6,true
10,57,4,true
10,58,2,true
10,59,6,true
10,60,5,true
10,61,2,true
10,62,6,true
10,63,4,true
10,64,2,true
10,65,2,true
10,66,2,true
10,67,4,true
10,68,4,true
10,69,0,false
10,70,6,true
10,71,2,true
10,72,6,true
10,73,1,true
10,74,4,true
10,75,4,true
10,76,2,true
10,77,5,true
10,78,2,true
10,79,4,true
10,80,0,false
10,81,6,true
10,82,4,true
10,83,4,true
10,84,5,true
10,85,5,true
10,86,5,true
10,87,6,true
10,88,2,true
10,89,4,true
10,90,2,true
10,91,4,true
10,92,3,true
10,93,2,true
10,94,2,true
10,95,1,true
10,96,0,false
10,97,4,true
10,98,4,true
10,99,3,true
10,100,2,true
11,1,4,true
11,2,6,true
11,3,2,true
11,4,7,true
11,5,7,true
11,6,4,true
11,7,7,true
11,8,3,true
11,9,5,true
11,10,2,true
11,11,6,true
11,12,6,true
11,13,6,true
11,14,4,true
11,15,6,true
11,16,6,true
11,17,3,true
11,18,4,true
11,19,4,true
11,20,4,true
11,21,3,true
11,22,6,true
11,23,5,true
11,24,4,true
11,25,8,true
11,26,7,true
11,27,7,true
11,28,6,true
11,29,6,true
11,30,4,true
11,31,6,true
11,32,2,true
11,33,5,true
11,34,3,true
11,35,5,true
11,36,6,true
11,37,7,true
11,38,4,true
11,39,5,true
11,40,2,true
11,41,4,true
11,42,7,true
11,43,6,true
11,44,4,true
11,45,2,true
11,46,8,true
11,47,4,true
11,48,7,true
11,49,2,true
11,50,5,true
11,51,6,true
11,52,2,true
11,53,5,true
11,54,8,true
11,55,4,true
11,56,6,true
11,57,4,true
11,58,8,true
11,59,2,true
11,60,8,true
11,61,5,true
11,62,2,true
11,63,4,true
11,64,4,true
11,65,4,true
11,66,6,true
11,67,2,true
11,68,7,true
11,69,6,true
11,70,7,true
11,71,5,true
11,72,4,true
11,73,8,true
11,74,6,true
11,75,6,true
11,76,6,true
11,77,8,true
11,78,0,false
11,79,6,true
11,80,4,true
11,81,5,true
11,82,4,true
11,83,4,true
11,84,6,true
11,85,6,true
11,86,8,true
11,87,3,true
11,88,6,true
11,89,4,true
11,90,4,true
11,91,6,true
11,92,4,true
11,93,2,true
11,94,4,true
11,95,6,true
11,96,0,false
11,97,6,true
11,98,6,true
11,99,5,true
11,100,6,true
12,1,8,true
12,2,8,true
12,3,6,true
12,4,7,true
12,5,12,true
12,6,4,true
12,7,7,true
12,8,8,true
12,9,4,true
12,10,4,true
12,11,6,true
12,12,8,true
12,13,4,true
12,14,5,true
12,15,6,true
12,16,7,true
12,17,4,true
12,18,4,true
12,19,6,true
12,20,8,true
12,21,9,true
12,22,6,true
12,23,4,true
12,24,5,true
12,25,6,true
12,26,8,true
12,27,6,true
12,28,6,true
12,29,10,true
12,30,8,true
12,31,5,true
12,32,3,true
12,33,6,true
12,34,4,true
12,35,8,true
12,36,6,true
12,37,10,true
12,38,6,true
12,39,8,true
12,40,7,true
12,41,6,true
12,42,7,true
12,43,8,true
12,44,5,true
12,45,10,true
12,46,4,true
12,47,6,true
12,48,8,true
12,49,2,true
12,50,5,true
12,51,4,true
12,52,5,true
12,53,6,true
12,54,4,true
12,55,3,true
12,56,3,true
12,57,6,true
12,58,8,true
12,59,4,true
12,60,6,true
12,61,9,true
12,62,8,true
12,63,8,true
12,64,6,true
12,65,4,true
12,66,5,true
12,67,9,true
12,68,6,true
12,69,6,true
12,70,4,true
12,71,6,true
12,72,6,true
12,73,7,true
12,74,6,true
12,75,4,true
12,76,6,true
12,77,7,true
12,78,2,true
12,79,6,true
12,80,6,true
12,81,6,true
12,82,6,true
12,83,6,true
12,84,4,true
12,85,7,true
12,86,8,true
12,87,6,true
12,88,4,true
12,89,7,true
12,90,6,true
12,91,7,true
12,92,7,true
12,93,6,true
12,94,6,true
12,95,7,true
12,96,6,true
12,97,7,true
12,98,6,true
12,99,8,true
12,100,6,true
